Yield_Bags_Per_Acre,Soil_Type=Clay,Soil_Type=Loam,Soil_Type=Peat,Soil_Type=Sandy,Soil_Type=Silt,pH=acidic,pH=alkaline,pH=base,Seed_Variety=Drought-Resistant,Seed_Variety=Early-Maturing,Seed_Variety=Hybrid A,Seed_Variety=Hybrid B,Seed_Variety=Open-Pollinated,Rainfall_mm,Temperature_C,Humidity_%,Planting_Date=April,Planting_Date=June,Planting_Date=March,Planting_Date=May,Fertilizer_Type=Compost,Fertilizer_Type=DAP,Fertilizer_Type=NPK,Fertilizer_Type=Organic,Fertilizer_Type=Urea
20,0,0,0,0,1,1,0,0,0,0,1,0,0,782.13,0.685185,69.63,0,1,0,0,0,0,1,0,0
12,0,0,1,0,0,0,1,0,1,0,0,0,0,771.9,0,88.39,0,0,1,0,0,0,1,0,0
11,1,0,0,0,0,1,0,0,0,0,0,1,0,1103.49,0.544613,81.18,0,0,1,0,0,0,0,0,1
26,0,0,1,0,0,0,1,0,0,0,0,1,0,1194.36,0.675926,69.53,0,1,0,0,1,0,0,0,0
11,0,0,0,1,0,1,0,0,1,0,0,0,0,674.86,0.030303,58.12,0,0,1,0,0,0,0,0,1
33,0,0,0,1,0,1,0,0,0,0,0,0,1,787.67,0.672559,83.61,0,0,0,1,0,0,0,1,0
35,0,0,0,1,0,0,1,0,0,1,0,0,0,886.96,0.977273,62.84,0,0,0,1,1,0,0,0,0
10,0,0,0,0,1,0,1,0,1,0,0,0,0,1107.83,0.9133,81.42,1,0,0,0,0,0,1,0,0
16,0,1,0,0,0,0,0,1,0,0,0,1,0,1134.37,0.234848,86.06,0,0,0,1,0,0,1,0,0
35,0,0,0,1,0,0,1,0,0,1,0,0,0,783.55,1,84.64,0,0,0,1,0,0,0,0,1
18,0,1,0,0,0,1,0,0,0,0,0,1,0,455.64,0.749158,59.1,0,0,0,1,0,0,0,0,1
12,0,1,0,0,0,0,1,0,0,0,0,1,0,972.62,0.431818,77.03,0,0,1,0,0,0,0,0,1
35,0,1,0,0,0,0,1,0,0,0,0,1,0,520.16,0.303872,56.16,0,1,0,0,0,1,0,0,0
11,1,0,0,0,0,0,1,0,0,1,0,0,0,489.92,0.275253,73.64,0,1,0,0,1,0,0,0,0
21,0,0,1,0,0,0,0,1,0,1,0,0,0,456.19,0.589226,67.99,0,1,0,0,0,1,0,0,0
16,1,0,0,0,0,0,0,1,0,0,1,0,0,1090.94,0.632997,77.89,1,0,0,0,1,0,0,0,0
12,0,0,0,0,1,0,1,0,0,0,1,0,0,1107.83,0.516835,60.65,1,0,0,0,0,0,0,1,0
19,1,0,0,0,0,0,1,0,0,0,1,0,0,478.55,0.838384,75.19,0,1,0,0,0,1,0,0,0
21,0,1,0,0,0,0,1,0,0,0,0,1,0,1135.15,0.561448,75.8,0,0,0,1,0,0,1,0,0
24,0,0,0,1,0,0,1,0,0,0,1,0,0,971.66,0.611953,76.29,0,0,0,1,1,0,0,0,0
17,0,1,0,0,0,0,0,1,1,0,0,0,0,622.56,0.749158,50.15,1,0,0,0,0,1,0,0,0
24,0,0,0,1,0,1,0,0,0,1,0,0,0,548.89,0.739899,74.39,0,1,0,0,1,0,0,0,0
12,0,0,0,1,0,0,1,0,0,0,0,1,0,845.8,0.808081,55.59,1,0,0,0,0,1,0,0,0
19,0,0,0,1,0,0,1,0,1,0,0,0,0,445.64,0.751684,55.19,0,1,0,0,0,0,1,0,0
10,1,0,0,0,0,0,1,0,0,0,1,0,0,859.71,0.23569,51.24,1,0,0,0,0,0,0,0,1
27,0,0,1,0,0,0,1,0,0,0,1,0,0,787.73,0.516835,56.17,0,1,0,0,0,1,0,0,0
19,0,1,0,0,0,0,1,0,1,0,0,0,0,622.56,0.889731,70.58,0,1,0,0,0,1,0,0,0
16,1,0,0,0,0,0,1,0,0,1,0,0,0,875.96,0.736532,51.53,0,1,0,0,0,0,0,0,1
16,0,0,0,1,0,0,1,0,1,0,0,0,0,860.27,0.835017,59.62,0,0,1,0,0,1,0,0,0
17,0,0,0,1,0,0,1,0,0,0,0,0,1,860.27,0.117845,58.12,1,0,0,0,0,0,1,0,0
21,0,0,1,0,0,0,1,0,0,0,1,0,0,618.17,0.726431,81.18,0,0,1,0,1,0,0,0,0
17,0,1,0,0,0,1,0,0,0,0,0,1,0,870.6,0.588384,59.59,1,0,0,0,0,0,0,1,0
12,0,0,0,1,0,1,0,0,0,0,1,0,0,594.51,0.377104,73.13,0,0,0,1,0,0,0,0,1
27,0,0,0,1,0,1,0,0,0,0,0,1,0,1105.29,0.186869,55.13,1,0,0,0,0,0,0,0,1
29,0,0,0,0,1,0,0,1,0,0,0,1,0,1194.36,0.989057,74.56,1,0,0,0,0,1,0,0,0
10,1,0,0,0,0,0,1,0,0,0,1,0,0,859.71,0.398148,72.44,0,0,0,1,0,1,0,0,0
22,0,1,0,0,0,0,1,0,1,0,0,0,0,596.51,0.76936,85.35,0,0,1,0,0,0,1,0,0
35,0,1,0,0,0,0,1,0,0,0,0,1,0,1009.59,0.0151515,81.41,0,1,0,0,0,0,0,1,0
24,0,1,0,0,0,0,1,0,0,1,0,0,0,1005.87,0.352694,70.1,0,0,1,0,1,0,0,0,0
26,0,1,0,0,0,0,0,1,0,0,0,1,0,1083.32,0.962121,86.99,0,0,0,1,0,0,0,1,0
35,1,0,0,0,0,0,0,1,0,1,0,0,0,776.7,0.354377,63.8,0,1,0,0,0,0,0,0,1
13,0,0,0,1,0,0,1,0,0,1,0,0,0,741.47,0.286195,84.28,0,0,0,1,0,0,1,0,0
12,0,0,1,0,0,1,0,0,0,0,1,0,0,870.6,0.627946,80.74,0,0,1,0,0,0,0,0,1
21,0,1,0,0,0,0,1,0,0,0,0,0,1,870.6,0.486532,74.23,1,0,0,0,0,0,0,1,0
34,0,0,1,0,0,0,0,1,0,0,0,1,0,907.39,0.433502,62.39,0,0,1,0,0,0,1,0,0
14,0,1,0,0,0,1,0,0,0,1,0,0,0,780.49,0.170875,57.55,0,0,0,1,0,0,0,0,1
34,0,1,0,0,0,0,1,0,0,0,0,0,1,451.51,0.400673,57.66,0,0,1,0,0,0,1,0,0
28,0,0,0,0,1,1,0,0,0,1,0,0,0,1055.38,0.780303,86.99,0,0,0,1,0,1,0,0,0
20,0,1,0,0,0,1,0,0,0,0,0,0,1,954.05,0.838384,86.44,0,1,0,0,0,0,0,0,1
16,0,0,0,1,0,1,0,0,0,0,0,0,1,729.66,0.023569,55.19,0,0,0,1,0,0,0,1,0
27,1,0,0,0,0,0,0,1,0,0,0,0,1,757.89,0.632997,64.91,0,0,0,1,1,0,0,0,0
26,0,0,0,1,0,0,1,0,1,0,0,0,0,461.75,0.737374,62.54,0,1,0,0,0,0,0,0,1
25,0,0,1,0,0,0,1,0,1,0,0,0,0,544.87,0.286195,76.29,1,0,0,0,0,1,0,0,0
30,0,0,1,0,0,1,0,0,0,1,0,0,0,1134.37,0.30303,64.18,0,0,1,0,0,0,0,0,1
33,0,0,0,1,0,0,1,0,1,0,0,0,0,493.08,0.98569,67.05,1,0,0,0,0,0,1,0,0
10,0,1,0,0,0,0,0,1,0,1,0,0,0,652.5,0.946128,77.14,0,0,1,0,0,0,0,0,1
21,1,0,0,0,0,0,1,0,0,0,0,1,0,594.51,0.753367,51.74,0,1,0,0,0,0,0,0,1
25,0,0,0,0,1,0,1,0,0,0,1,0,0,988.21,0.478956,67.05,1,0,0,0,0,0,1,0,0
29,1,0,0,0,0,1,0,0,0,0,0,0,1,1061.46,0.766835,74.23,0,1,0,0,0,0,0,0,1
16,0,0,0,1,0,0,0,1,0,0,0,1,0,759.45,0.837542,75.8,0,1,0,0,0,1,0,0,0
10,1,0,0,0,0,0,1,0,1,0,0,0,0,918.51,0.705387,88.64,0,1,0,0,0,1,0,0,0
35,0,0,0,0,1,1,0,0,0,0,0,0,1,1191.63,0.848485,78.69,0,0,1,0,1,0,0,0,0
25,0,0,0,1,0,0,1,0,0,0,1,0,0,441.24,0.589226,58.14,0,0,1,0,0,1,0,0,0
10,0,1,0,0,0,0,0,1,1,0,0,0,0,1177.35,0.834175,79.55,0,0,0,1,0,1,0,0,0
34,0,1,0,0,0,0,0,1,1,0,0,0,0,639.19,0.590909,78.69,1,0,0,0,0,1,0,0,0
22,1,0,0,0,0,0,1,0,1,0,0,0,0,989.79,0.311448,50.24,0,0,0,1,0,0,1,0,0
15,1,0,0,0,0,0,1,0,0,0,1,0,0,750.53,0.00589226,74.62,0,1,0,0,1,0,0,0,0
15,0,0,0,1,0,0,1,0,0,0,0,0,1,918.68,0.555556,78.31,0,1,0,0,1,0,0,0,0
30,0,0,0,1,0,0,1,0,0,0,0,1,0,493.08,0.433502,81.98,0,0,0,1,0,0,0,1,0
35,0,0,1,0,0,1,0,0,0,0,0,1,0,918.68,0.861111,51.74,0,0,0,1,0,0,1,0,0
24,1,0,0,0,0,0,1,0,1,0,0,0,0,526.47,0.0984848,66.52,0,1,0,0,0,0,0,1,0
10,0,1,0,0,0,0,1,0,0,0,0,1,0,870.6,0.754209,73.11,0,0,0,1,0,0,0,0,1
31,0,0,0,0,1,0,1,0,0,0,1,0,0,1134.46,0.776936,68.07,1,0,0,0,0,0,1,0,0
35,0,0,0,1,0,1,0,0,0,0,0,1,0,895.2,0.9133,85.35,0,0,1,0,0,1,0,0,0
31,0,1,0,0,0,1,0,0,0,0,0,1,0,557.21,0.202862,81.57,0,0,0,1,1,0,0,0,0
11,0,0,1,0,0,0,1,0,0,0,1,0,0,896.17,0,57.37,0,1,0,0,0,0,0,0,1
16,0,0,0,1,0,1,0,0,0,0,0,1,0,955.07,0.85101,59.85,0,0,1,0,0,0,0,1,0
20,0,0,0,1,0,0,1,0,0,0,0,0,1,1028.68,0,63.87,0,0,0,1,1,0,0,0,0
20,0,1,0,0,0,1,0,0,0,0,0,0,1,974.87,0.8367,86.31,0,1,0,0,0,0,0,0,1
15,1,0,0,0,0,0,1,0,0,1,0,0,0,831.91,0.709596,51.93,0,1,0,0,0,0,0,0,1
13,0,0,1,0,0,1,0,0,1,0,0,0,0,887.83,0.277778,84.45,0,0,0,1,0,1,0,0,0
18,1,0,0,0,0,0,0,1,0,0,0,0,1,530.56,0.688552,67.63,0,0,0,1,0,1,0,0,0
35,0,0,0,1,0,0,1,0,1,0,0,0,0,1195.2,0.547138,69.87,0,1,0,0,0,0,0,1,0
31,0,0,0,0,1,0,1,0,0,0,0,1,0,1102.22,0.0277778,64.06,0,0,0,1,1,0,0,0,0
20,1,0,0,0,0,0,0,1,0,0,1,0,0,792.75,0.353535,85.48,0,0,0,1,0,1,0,0,0
29,0,0,0,1,0,0,1,0,0,0,0,1,0,488.66,0.420034,82.65,0,0,0,1,0,0,0,1,0
17,0,0,0,0,1,1,0,0,1,0,0,0,0,519.61,0.762626,80.61,0,0,1,0,0,1,0,0,0
16,0,0,1,0,0,0,0,1,0,1,0,0,0,1061.89,0.451178,81.67,1,0,0,0,0,0,0,1,0
20,1,0,0,0,0,0,0,1,0,0,1,0,0,793.39,0.28367,87.85,0,0,0,1,0,1,0,0,0
33,0,0,0,1,0,1,0,0,0,0,0,0,1,807.93,0.642256,84.93,0,0,0,1,0,0,0,1,0
10,1,0,0,0,0,0,1,0,0,1,0,0,0,522.79,0.326599,74.1,0,1,0,0,1,0,0,0,0
11,0,1,0,0,0,0,1,0,0,0,0,1,0,944.32,0.223906,87.05,0,0,1,0,1,0,0,0,0
29,0,0,0,0,1,0,0,1,0,0,0,1,0,1197.05,1,75.16,1,0,0,0,0,1,0,0,0
22,0,0,1,0,0,0,1,0,1,0,0,0,0,650.29,0.694444,64.91,0,0,0,1,0,1,0,0,0
31,0,0,1,0,0,1,0,0,0,0,1,0,0,1197.05,0.419192,70.44,1,0,0,0,0,1,0,0,0
12,0,0,0,0,1,0,0,1,1,0,0,0,0,1109.99,0.824074,86.71,1,0,0,0,0,0,0,0,1
10,0,1,0,0,0,1,0,0,0,0,0,1,0,726.11,1,54.74,0,0,0,1,1,0,0,0,0
35,0,0,0,0,1,0,1,0,0,0,0,0,1,515.16,0.625421,52.88,1,0,0,0,0,0,1,0,0
17,0,1,0,0,0,0,0,1,1,0,0,0,0,642.36,0.760943,50.92,1,0,0,0,0,1,0,0,0
14,0,0,1,0,0,0,1,0,0,0,0,1,0,1197.05,0.691077,58.26,0,1,0,0,0,0,0,1,0
23,0,0,0,1,0,1,0,0,0,0,0,0,1,1023.6,0.681818,56.15,0,1,0,0,0,0,0,0,1
30,0,1,0,0,0,0,1,0,0,1,0,0,0,815.22,0.978956,56.56,0,0,0,1,0,1,0,0,0
21,0,1,0,0,0,0,1,0,0,0,0,1,0,1090.7,0.591751,74.52,0,0,0,1,0,0,1,0,0
13,0,0,1,0,0,0,1,0,0,0,0,1,0,1155.61,0.699495,57.51,0,1,0,0,0,0,0,1,0
24,1,0,0,0,0,0,1,0,1,0,0,0,0,541.78,0.0765993,66.9,0,1,0,0,0,0,0,1,0
14,0,1,0,0,0,0,1,0,0,0,0,0,1,1073.22,0.860269,61.67,1,0,0,0,0,0,1,0,0
16,0,0,0,1,0,0,0,1,1,0,0,0,0,598.93,0.461279,64.46,1,0,0,0,0,1,0,0,0
27,0,0,0,0,1,0,1,0,1,0,0,0,0,1015.54,0.467172,69.43,0,1,0,0,0,0,0,0,1
28,0,1,0,0,0,0,1,0,0,1,0,0,0,806.74,1,57.7,0,0,0,1,0,1,0,0,0
25,0,1,0,0,0,0,0,1,0,0,1,0,0,1197.05,0.234848,89.81,0,0,0,1,0,0,1,0,0
34,0,1,0,0,0,0,0,1,1,0,0,0,0,651.18,0.589226,78.47,1,0,0,0,0,1,0,0,0
14,0,0,0,1,0,0,0,1,1,0,0,0,0,573.46,0.475589,65.78,1,0,0,0,0,1,0,0,0
10,0,1,0,0,0,0,0,1,0,1,0,0,0,633.79,0.946128,78.24,0,0,1,0,0,0,0,0,1
31,0,0,0,0,1,1,0,0,0,0,1,0,0,842.9,0.0176768,65.99,1,0,0,0,1,0,0,0,0
26,1,0,0,0,0,0,1,0,1,0,0,0,0,517.1,0.0631313,67.7,0,1,0,0,0,0,0,1,0
22,1,0,0,0,0,1,0,0,0,0,0,0,1,970.46,0.537879,68.27,0,0,0,1,0,0,1,0,0
30,0,0,0,1,0,1,0,0,0,1,0,0,0,875.87,0.893939,87.74,0,1,0,0,0,0,0,1,0
22,1,0,0,0,0,0,1,0,0,0,0,1,0,523.61,0.409091,55.94,0,0,1,0,1,0,0,0,0
24,0,0,0,0,1,0,1,0,0,0,0,0,1,797.82,0.380471,51.09,1,0,0,0,1,0,0,0,0
10,1,0,0,0,0,0,1,0,1,0,0,0,0,878.11,0.68771,89.81,0,1,0,0,0,1,0,0,0
28,0,0,0,0,1,0,1,0,0,0,1,0,0,864.05,0.813973,58.85,0,1,0,0,1,0,0,0,0
26,0,0,0,0,1,0,1,0,0,0,1,0,0,1011.75,0.486532,67.22,1,0,0,0,0,0,1,0,0
35,0,0,0,1,0,0,0,1,1,0,0,0,0,1168.22,0.542088,69.44,0,1,0,0,0,0,0,1,0
28,0,1,0,0,0,0,1,0,0,1,0,0,0,791.47,1,58.6,0,0,0,1,0,1,0,0,0
28,0,0,0,0,1,1,0,0,1,0,0,0,0,416.53,0.632155,87.64,0,0,0,1,0,0,1,0,0
21,0,0,0,0,1,0,1,0,0,0,1,0,0,1005.3,0.659091,66.71,0,0,1,0,0,0,0,0,1
13,0,0,0,1,0,0,0,1,0,0,0,1,0,403.48,0.694444,63.75,1,0,0,0,0,0,0,1,0
31,0,0,0,0,1,1,0,0,0,0,1,0,0,889.05,0.0530303,65.88,1,0,0,0,1,0,0,0,0
15,0,0,0,0,1,1,0,0,1,0,0,0,0,665.99,0.399832,77.68,0,0,0,1,1,0,0,0,0
23,0,0,1,0,0,0,1,0,0,0,1,0,0,602.25,0.931818,79.04,0,1,0,0,0,0,0,1,0
34,0,0,0,1,0,1,0,0,0,0,1,0,0,613.74,0.0589226,59.35,0,1,0,0,0,1,0,0,0
31,0,0,0,0,1,0,1,0,0,0,1,0,0,1150.03,0.785354,67.67,1,0,0,0,0,0,1,0,0
33,0,0,0,1,0,1,0,0,0,0,1,0,0,633.04,0.0984848,58.31,0,1,0,0,0,1,0,0,0
32,0,0,0,0,1,0,1,0,0,0,0,0,1,567.95,0.259259,85.93,0,1,0,0,0,0,1,0,0
29,0,0,0,0,1,0,0,1,0,0,0,1,0,1163.36,1,72.4,1,0,0,0,0,1,0,0,0
27,0,0,1,0,0,0,1,0,0,0,0,1,0,1197.05,0.6633,68.63,0,1,0,0,1,0,0,0,0
12,0,0,0,0,1,0,1,0,0,0,1,0,0,1110.8,0.48569,60.38,1,0,0,0,0,0,0,1,0
32,0,0,0,1,0,1,0,0,0,1,0,0,0,843.09,1,88.99,0,1,0,0,0,0,0,1,0
15,0,0,1,0,0,0,1,0,0,1,0,0,0,914.01,0.353535,80.69,0,1,0,0,1,0,0,0,0
18,0,0,0,0,1,1,0,0,1,0,0,0,0,499.52,0.765152,79.11,0,0,1,0,0,1,0,0,0
35,0,0,1,0,0,0,0,1,0,0,0,0,1,600.84,0.112795,60.17,1,0,0,0,0,1,0,0,0
28,0,0,0,0,1,0,0,1,0,0,0,1,0,1197.05,1,75.28,1,0,0,0,0,1,0,0,0
13,0,0,0,0,1,0,0,1,1,0,0,0,0,1152.51,0.822391,87.15,1,0,0,0,0,0,0,0,1
25,0,0,0,1,0,0,1,0,0,1,0,0,0,880.36,0.319024,57.15,0,1,0,0,0,0,1,0,0
25,0,0,0,0,1,0,1,0,1,0,0,0,0,1002.99,0.3367,89.18,0,0,0,1,0,1,0,0,0
31,0,0,0,0,1,0,1,0,0,1,0,0,0,652.03,0.316498,55.68,1,0,0,0,0,0,1,0,0
19,0,0,0,1,0,0,0,1,0,0,1,0,0,1056.95,0.600168,81.86,0,0,0,1,0,0,0,1,0
34,0,0,0,1,0,1,0,0,0,0,1,0,0,1106.59,0.854377,85.89,0,0,0,1,0,0,0,1,0
27,0,1,0,0,0,0,0,1,0,0,0,1,0,1135.67,0.00673401,57.22,0,0,0,1,1,0,0,0,0
24,0,0,0,1,0,0,1,0,0,0,1,0,0,989.87,0.610269,87.81,0,1,0,0,0,1,0,0,0
35,0,0,0,1,0,0,1,0,0,1,0,0,0,911.69,1,64.16,0,0,0,1,1,0,0,0,0
23,1,0,0,0,0,0,1,0,1,0,0,0,0,494.29,0.5867,75.68,0,0,0,1,1,0,0,0,0
26,0,0,0,0,1,0,0,1,0,0,0,1,0,794.39,0.254209,66.93,0,1,0,0,0,0,0,0,1
30,0,0,0,1,0,1,0,0,1,0,0,0,0,724.64,0.455387,68.15,0,1,0,0,0,0,1,0,0
16,0,0,0,1,0,1,0,0,0,0,0,0,1,722.76,0.0143098,56.69,0,0,0,1,0,0,0,1,0
12,0,0,0,0,1,0,0,1,1,0,0,0,0,1139.23,0.792088,85.76,1,0,0,0,0,0,0,0,1
11,0,0,1,0,0,1,0,0,0,0,1,0,0,456.52,0.373737,61.09,0,0,1,0,0,0,0,1,0
31,0,0,1,0,0,1,0,0,0,0,1,0,0,1197.05,0.406566,71.7,1,0,0,0,0,1,0,0,0
10,0,0,1,0,0,1,0,0,0,0,0,1,0,796.12,0.703704,56.16,0,1,0,0,0,0,1,0,0
35,0,0,0,0,1,0,1,0,0,1,0,0,0,562.69,0.484848,59.3,0,0,1,0,0,1,0,0,0
35,0,0,0,1,0,0,1,0,0,0,0,0,1,436.47,0.731481,73.15,1,0,0,0,0,0,0,1,0
10,1,0,0,0,0,0,1,0,0,0,0,0,1,1106.91,0.0673401,56.93,0,0,0,1,0,1,0,0,0
33,0,0,1,0,0,0,0,1,0,0,0,1,0,901.62,0.451178,64.76,0,0,1,0,0,0,1,0,0
34,1,0,0,0,0,1,0,0,1,0,0,0,0,719.14,0.535354,60.57,0,1,0,0,0,0,0,0,1
17,1,0,0,0,0,0,0,1,0,0,0,1,0,946.68,0.037037,74.71,0,1,0,0,0,0,1,0,0
19,0,0,0,0,1,1,0,0,0,0,0,1,0,581.71,0.438552,59.92,0,1,0,0,0,1,0,0,0
27,0,0,0,0,1,0,1,0,0,0,0,1,0,403.48,0.483165,87.89,1,0,0,0,0,0,1,0,0
15,0,0,1,0,0,0,1,0,0,1,0,0,0,884.18,0.354377,76.41,0,1,0,0,1,0,0,0,0
16,0,0,0,0,1,0,1,0,0,0,1,0,0,985.54,0.244108,87.38,0,0,0,1,1,0,0,0,0
13,0,0,0,1,0,0,1,0,0,1,0,0,0,733.2,0.333333,83.17,0,0,0,1,0,0,1,0,0
33,0,0,1,0,0,0,1,0,0,0,1,0,0,1012.64,0,85.92,0,0,0,1,0,0,0,1,0
20,0,0,1,0,0,0,0,1,0,1,0,0,0,458,0.561448,67.66,0,1,0,0,0,1,0,0,0
35,0,0,0,1,0,0,1,0,0,1,0,0,0,869.55,0.914141,63.77,0,0,0,1,1,0,0,0,0
29,0,0,0,0,1,0,0,1,1,0,0,0,0,601.56,0.744108,85.18,0,1,0,0,0,0,1,0,0
34,0,0,1,0,0,0,1,0,0,0,0,0,1,1053.16,0.601852,83.27,1,0,0,0,0,1,0,0,0
17,0,0,0,1,0,0,1,0,1,0,0,0,0,900.76,0.840067,58.24,0,0,1,0,0,1,0,0,0
32,0,0,0,0,1,0,1,0,0,0,0,0,1,618.74,0.227273,85.62,0,1,0,0,0,0,1,0,0
24,0,0,1,0,0,0,1,0,1,0,0,0,0,545.35,0.289562,75.64,1,0,0,0,0,1,0,0,0
30,1,0,0,0,0,0,0,1,0,0,1,0,0,474.94,0.0606061,72.87,1,0,0,0,0,0,0,0,1
18,0,0,0,0,1,0,1,0,0,1,0,0,0,960.21,0.94697,58.13,0,1,0,0,0,0,0,1,0
10,0,0,0,0,1,0,0,1,1,0,0,0,0,526.59,0.0227273,70.86,0,1,0,0,0,0,0,0,1
27,1,0,0,0,0,0,0,1,0,0,1,0,0,706.07,0.260101,80.4,1,0,0,0,0,1,0,0,0
17,0,1,0,0,0,0,0,1,1,0,0,0,0,883.12,0.407407,75.3,1,0,0,0,0,0,0,0,1
23,1,0,0,0,0,0,1,0,1,0,0,0,0,509.75,0.143939,66.81,0,1,0,0,0,0,0,1,0
24,0,0,1,0,0,0,1,0,0,0,0,1,0,1135.28,0.889731,69.75,1,0,0,0,0,0,1,0,0
34,0,0,1,0,0,0,1,0,0,0,0,1,0,467.3,0.65404,89.25,0,0,1,0,0,1,0,0,0
25,0,0,0,0,1,0,0,1,0,0,0,1,0,876.57,0.239899,65.85,0,1,0,0,0,0,0,0,1
10,0,0,1,0,0,0,0,1,0,1,0,0,0,849.69,0.574074,58.79,0,0,1,0,1,0,0,0,0
31,0,0,0,1,0,0,0,1,0,0,0,1,0,964.22,0.712963,50.75,0,1,0,0,0,0,1,0,0
31,0,0,0,1,0,1,0,0,1,0,0,0,0,719.8,0.400673,72.13,0,1,0,0,0,0,1,0,0
13,0,0,0,1,0,0,1,0,0,1,0,0,0,850.32,0.236532,55.17,0,0,0,1,0,1,0,0,0
17,0,0,0,0,1,1,0,0,1,0,0,0,0,643.19,0.376263,76.94,0,0,0,1,1,0,0,0,0
19,1,0,0,0,0,1,0,0,1,0,0,0,0,681.87,0.900673,73.34,0,0,0,1,1,0,0,0,0
30,0,0,0,0,1,1,0,0,0,0,1,0,0,906.44,0.026936,64.54,1,0,0,0,1,0,0,0,0
22,0,0,0,0,1,0,1,0,0,1,0,0,0,936.39,0.712121,62.35,0,1,0,0,1,0,0,0,0
13,0,0,0,0,1,1,0,0,1,0,0,0,0,408.19,0.03367,65.95,0,0,0,1,0,0,0,0,1
22,0,1,0,0,0,0,1,0,0,1,0,0,0,444.42,0.965488,54.32,0,1,0,0,1,0,0,0,0
11,0,1,0,0,0,0,1,0,0,0,0,1,0,672.46,0.531145,76.49,0,1,0,0,0,0,1,0,0
10,0,1,0,0,0,0,0,1,0,1,0,0,0,988.19,0.26936,63.4,0,1,0,0,0,0,1,0,0
10,0,1,0,0,0,0,1,0,0,0,1,0,0,681.31,0.734848,57.94,1,0,0,0,0,0,0,1,0
15,0,0,0,1,0,0,1,0,0,0,1,0,0,974.05,0.340909,74.44,0,0,0,1,1,0,0,0,0
24,0,0,0,1,0,1,0,0,0,0,0,0,1,1043.3,0.623737,56.73,0,1,0,0,0,0,0,0,1
22,0,0,1,0,0,0,1,0,1,0,0,0,0,651.37,0.658249,67.21,0,0,0,1,0,1,0,0,0
26,0,0,0,0,1,1,0,0,0,0,0,1,0,640.41,0.322391,58.58,1,0,0,0,0,0,0,1,0
31,0,0,0,0,1,0,1,0,0,0,0,0,1,600.24,0.194444,83.57,0,1,0,0,0,0,1,0,0
31,1,0,0,0,0,0,0,1,0,0,1,0,0,484.48,0.0631313,72.65,1,0,0,0,0,0,0,0,1
28,0,0,1,0,0,1,0,0,0,0,1,0,0,798.65,0.871212,62.69,0,1,0,0,0,0,0,1,0
31,0,0,1,0,0,1,0,0,0,1,0,0,0,1162.16,0.341751,62.87,0,0,1,0,0,0,0,0,1
27,0,1,0,0,0,0,1,0,0,1,0,0,0,777.53,0.975589,58.91,0,0,0,1,0,1,0,0,0
10,0,1,0,0,0,0,1,0,0,0,1,0,0,665.02,0.797138,59.66,1,0,0,0,0,0,0,1,0
33,0,0,0,0,1,0,1,0,1,0,0,0,0,974.68,1,57.96,0,1,0,0,1,0,0,0,0
22,0,0,0,0,1,0,1,0,0,1,0,0,0,1150.41,0.755051,54.16,0,0,0,1,0,0,1,0,0
31,0,0,1,0,0,0,1,0,0,0,0,0,1,625.28,0.73569,70.24,1,0,0,0,0,1,0,0,0
11,0,0,0,1,0,0,1,0,0,0,0,1,0,882,0.760101,54.31,1,0,0,0,0,1,0,0,0
27,0,0,0,1,0,0,1,0,0,0,0,1,0,890.78,0.798822,81.7,0,1,0,0,1,0,0,0,0
17,0,0,0,1,0,0,1,0,0,0,0,1,0,1099.46,0.776936,78.89,0,1,0,0,0,1,0,0,0
15,0,0,0,0,1,0,1,0,0,1,0,0,0,1021.95,0.25,70.31,0,1,0,0,0,0,1,0,0
15,0,0,0,1,0,0,1,0,0,0,0,0,1,925.9,0.558081,79.18,0,1,0,0,1,0,0,0,0
15,0,0,0,1,0,0,1,0,0,0,1,0,0,1023.63,0.332492,75.78,0,0,0,1,1,0,0,0,0
31,0,0,0,0,1,1,0,0,0,0,0,0,1,615.84,0.223906,86.94,0,1,0,0,0,0,1,0,0
13,0,0,1,0,0,1,0,0,0,0,0,1,0,799,0.744108,55.53,0,1,0,0,0,0,1,0,0
17,0,0,1,0,0,0,1,0,0,1,0,0,0,720.2,0.744108,52.69,0,0,1,0,0,0,0,0,1
27,0,1,0,0,0,0,0,1,0,0,0,1,0,1147.98,0.0395623,55.39,0,0,0,1,1,0,0,0,0
25,0,0,0,1,0,0,1,0,0,0,0,1,0,886.48,0.770202,82.79,0,1,0,0,1,0,0,0,0
25,0,1,0,0,0,0,0,1,0,0,1,0,0,1189.17,0.326599,89.6,0,0,0,1,0,0,1,0,0
25,0,0,0,1,0,0,1,0,0,0,1,0,0,1038.01,0.842593,85.14,0,0,1,0,0,0,0,0,1
20,0,1,0,0,0,0,1,0,0,0,1,0,0,1013.13,0.930976,85.25,0,0,1,0,0,0,1,0,0
19,1,0,0,0,0,0,1,0,0,0,1,0,0,491.33,0.849327,74.84,0,1,0,0,0,1,0,0,0
25,0,1,0,0,0,1,0,0,0,0,1,0,0,923.93,0.796296,71.34,0,0,1,0,0,0,1,0,0
27,0,1,0,0,0,0,1,0,1,0,0,0,0,788.65,0.4133,62.73,0,0,1,0,0,0,0,0,1
17,0,0,0,1,0,1,0,0,0,0,0,0,1,719.37,0.0942761,53.64,0,0,0,1,0,0,0,1,0
